TF_id,mean_value,pvalue,TFPeak_number,rank
GSE60141.HHO5.Col-0_leaves_tnt_col,0.031579616296812246,6.635121779330017e-5,5318,264
GSE60141.AT1G49010.Col-0_leaves_tnt_col,0.00753532890963312,7.051904703549584e-5,783,265
GSE60141.BHLH10.Col-0_leaves_tnt_col,0.005752182947765864,7.173183231179977e-5,860,266
GSE60141.ERF035.Col-0_leaves_tnt_colamp,0.027991356937516948,8.293380523150382e-5,6643,267
GSE60141.ANAC050.Col-0_leaves_tnt_col,0.0069021906584325055,8.685889460188583e-5,5207,268
GSE60141.AtMYB93.Col-0_leaves_tnt_col,0.013041587838985819,8.812447739997547e-5,1397,269
GSE60141.ANAC050.Col-0_leaves_tnt_colamp,0.007449359882021056,8.881793016437264e-5,9484,270
GSE60141.ERF015.Col-0_leaves_tnt_col,0.014332817139815442,8.935557376386384e-5,1124,271
GSE60141.ERF11.Col-0_leaves_tnt_col,0.006365308063645131,1.0284221639724267e-4,1507,272
GSE60141.ATHB-9.Col-0_leaves_tnt_col,0.02698360522185192,1.3191605740259262e-4,1473,273
GSE60141.NAC010.Col-0_leaves_tnt_col,0.014515021034680234,1.4827309235530974e-4,3932,274
GSE60141.MYB44.Col-0_leaves_tnt_col,0.011210340659229365,1.6192351651013738e-4,1306,275
GSE60141.NAC078.Col-0_leaves_tnt_colamp,0.017302036605979454,1.6281977312757035e-4,11241,276
GSE60141.MYB88.Col-0_leaves_tnt_col,0.0033119601744912366,1.8149424180073098e-4,475,277
GSE60141.FAR1.Col-0_leaves_tnt_col,0.017099303668710354,1.8429470059837317e-4,705,278
GSE60141.WRKY50.Col-0_leaves_tnt_col,0.005375497554578522,2.026734094037253e-4,651,279
GSE60141.ANAC016.Col-0_leaves_tnt_col,0.014525350478310939,2.4323413975084194e-4,6873,280
GSE60141.BPE.Col-0_leaves_tnt_col,0.009301662518417967,2.82484660818011e-4,142,281
GSE60141.RAP2-12.Col-0_leaves_tnt_col,0.007949560204857157,2.8549448485679524e-4,766,282
GSE60141.MYB99.Col-0_leaves_tnt_colamp,0.01704472453632898,2.8642653924256835e-4,2535,283
GSE60141.DREB1C.Col-0_leaves_tnt_col,0.008673327996602871,2.980996614203549e-4,2101,284
GSE60141.RVE5.Col-0_leaves_tnt_col,0.030397147611667133,3.126570716715442e-4,3118,285
GSE60141.BIM1.Col-0_leaves_tnt_col,0.00632629943257493,3.4975938943290264e-4,308,286
GSE60141.SPL9.Col-0_leaves_tnt_col,0.013644604537107863,3.998211906830729e-4,2716,287
GSE60141.PHL12.Col-0_leaves_tnt_colamp,0.025615706387471265,4.1364687481090036e-4,6861,288
GSE60141.NAC031.Col-0_leaves_tnt_col,0.009690669205924311,4.934168538671197e-4,1708,289
GSE60141.HSFA6B.Col-0_leaves_tnt_col,0.0026120712576964272,5.012536581669026e-4,1372,290
GSE80564.HSFA6A.Col-0_seedling_3d-EtOH,0.0031491628523460423,5.019162506076558e-4,232,291
GSE60141.ERF043.Col-0_leaves_tnt_colamp,6.313528777599879e-4,5.267763760805051e-4,999,292
GSE60141.HDG1.Col-0_leaves_tnt_col,0.01832042156890516,5.763450617347261e-4,748,293
GSE60141.MYR2.Col-0_leaves_tnt_col,0.00541730142141917,6.223771701619373e-4,1648,294
GSE60141.NAC101.Col-0_leaves_tnt_col,0.014162285166198052,6.338263587296627e-4,4987,295
GSE60141.NAC029.Col-0_leaves_tnt_colamp,0.005850177739721192,6.907734223692997e-4,1207,296
GSE60141.ATHB-X.Col-0_leaves_tnt_col,0.009319169838368911,7.343094551552774e-4,401,297
GSE60141.WRKY20.Col-0_leaves_tnt_col,0.004183369372321532,7.768078462421034e-4,497,298
GSE60141.PHL1.Col-0_leaves_tnt_col,0.007782164248694587,8.768537137789328e-4,1490,299
GSE60141.WRKY14.Col-0_leaves_tnt_col,0.005686548293968009,8.894485805234241e-4,750,300
GSE60141.NAC69.Col-0_leaves_tnt_col,0.001974410485455748,9.029046938670454e-4,1577,301
GSE38358.AP3.Ler_flower_4w-dex,0.032353027563923276,9.608640220034265e-4,9074,302
GSE60141.NAC004.Col-0_leaves_tnt_col,0.005685236108242925,0.0010528864265392703,3381,303
GSE60141.NAC007.Col-0_leaves_tnt_col,0.01595536068170786,0.0010566994426017408,3153,304
GSE97499.GATA21.Col-0_whole-rosette-leaves_3w,0.04678140862094793,0.0010803350625479859,15808,305
GSE60141.ERF115.Col-0_leaves_tnt_col,0.014781686500737468,0.0010912619120870227,1361,306
GSE60141.LBD18.Col-0_leaves_tnt_colamp,0.030336099975806607,0.00111075695860451,16315,307
GSE60141.MYB56.Col-0_leaves_tnt_col,0.02297062648763066,0.0011995815703974982,1127,308
GSE60141.WRKY8.Col-0_leaves_tnt_col,0.01115775810906601,0.001253841217602411,795,309
GSE60141.PHL11.Col-0_leaves_tnt_col,0.009717663019334716,0.0013043343055735384,2313,310
GSE60141.TCP20.Col-0_leaves_tnt_col,0.020049402852630658,0.001324877060688614,865,311
GSE60141.ANAC028.Col-0_leaves_tnt_col,0.0016520832631534005,0.0013493845196886176,3800,312
GSE60141.GT-2.Col-0_leaves_tnt_col,0.016545674530014584,0.0014543696182856836,2643,313
GSE60141.MYR2.Col-0_leaves_tnt_colamp,0.015362653970220547,0.0016050101887018326,2791,314
GSE60141.RVE7.Col-0_leaves_tnt_col,0.013605337549161343,0.0016996564298501194,1540,315
GSE60141.WRKY3.Col-0_leaves_tnt_col,0.012916864949773121,0.0017694187293096771,1179,316
GSE60141.TGA7.Col-0_leaves_tnt_col,0.0209540023319315,0.0018311050238398047,1019,317
GSE60141.WRKY27.Col-0_leaves_tnt_col,0.010340365154528687,0.0018592219620142657,347,318
GSE60141.WRKY11.Col-0_leaves_tnt_col,0.0027094314259377235,0.0018782763543829294,129,319
GSE60141.BZR1.Col-0_leaves_tnt_col,0.007279012636401776,0.001888633106123839,206,320
GSE60141.ANAC076.Col-0_leaves_tnt_col,0.015546625169783362,0.0019249889763860205,4672,321
GSE60141.ERF4.Col-0_leaves_tnt_col,0.006553274970036195,0.0019337000098434,1183,322
GSE60141.AT3G42860.Col-0_leaves_tnt_col,0.006253326977460526,0.0021144863302360846,799,323
GSE60141.WRKY6.Col-0_leaves_tnt_col,-0.0017516315836972702,0.002165666282677573,310,324
GSE60141.MYB107.Col-0_leaves_tnt_col,0.0030372969748424378,0.002308597766962493,1230,325
GSE60141.RAV1.Col-0_leaves_tnt_col,0.00529913294547326,0.0024016067549676614,1140,326
GSE60141.NAC037.Col-0_leaves_tnt_col,0.010874645880385836,0.002517912580418055,3791,327
GSE60141.RAP2-1.Col-0_leaves_tnt_col,0.006835849801275967,0.002594280233444657,1158,328
GSE60141.ERF3.Col-0_leaves_tnt_col,0.008691593572974499,0.002723836527099763,1518,329
GSE60141.MYB33.Col-0_leaves_tnt_col,0.010899171221719565,0.0027604064768152097,1329,330
GSE60141.AT1G19000.Col-0_leaves_tnt_col,-0.004375510215525333,0.002769548014602799,2701,331
GSE60141.RVE6.Col-0_leaves_tnt_col,0.022374773584502523,0.002791105234265848,2407,332
GSE60141.ERF043.Col-0_leaves_tnt_col,0.004072669633236634,0.003286778652349453,905,333
GSE60141.AS2.Col-0_leaves_tnt_col,0.0024250202701398757,0.0033513900847591373,132,334
GSE60141.ANAC075.Col-0_leaves_tnt_col,0.010913040810838798,0.0035487325593173726,2205,335
GSE60141.TCP15.Col-0_leaves_tnt_colamp,0.02217024240187063,0.004133016158890547,774,336
GSE60141.BHLH74.Col-0_leaves_tnt_col,0.006698411865076477,0.004195354235962781,142,337
GSE60141.NAC045.Col-0_leaves_tnt_col,0.006326754872979526,0.0042461484069366735,3335,338
GSE60141.AT2G20400.Col-0_leaves_tnt_col,0.001853825481687828,0.004287936346075607,125,339
GSE79354.HSFA1A.Col-0_seedling_12d-15min-37c,0.008749158140042665,0.004369729859262335,1434,340
GSE60141.NAC101.Col-0_leaves_tnt_colamp,0.0026808878193945868,0.004700434025716814,2461,341
GSE60141.E2F3.Col-0_leaves_tnt_col,0.0038385656011764666,0.004893513679364296,378,342
GSE60141.WRKY31.Col-0_leaves_tnt_colamp,-0.001028778931583465,0.005144653521186847,257,343
GSE69422.FHY3.Ler-0_inflorescence_stage8-flower,0.014499524119827419,0.005290667117178441,640,344
GSE60141.ERF086.Col-0_leaves_tnt_colamp,0.0010354810670644352,0.005640157938557389,661,345
GSE60141.NAC078.Col-0_leaves_tnt_col,-0.0032162287496149133,0.005730813990188943,4494,346
GSE60141.GT-3A.Col-0_leaves_tnt_col,0.008333221852617655,0.0060342427530374505,219,347
GSE60141.NAC053.Col-0_leaves_tnt_colamp,-0.002420460967199528,0.00633879080340106,6382,348
GSE60141.GT-4.Col-0_leaves_tnt_colamp,0.011714585091856376,0.0074100458978281405,1218,349
GSE60141.ANAC096.Col-0_leaves_tnt_col,0.0029737130525939945,0.007712357835938719,2291,350
GSE60141.NAC105.Col-0_leaves_tnt_colamp,0.00852236277524522,0.007932190303579717,2027,351
GSE60141.ERF019.Col-0_leaves_tnt_col,0.009547273523814334,0.00799985974536614,684,352
GSE60141.HHO5.Col-0_leaves_tnt_colamp,0.004508282276396394,0.008334350894747666,3862,353
GSE60141.RAP2-6.Col-0_leaves_tnt_col,0.008289825579476356,0.008853068488649097,858,354
GSE60141.PDF2.Col-0_leaves_tnt_col,0.0029452836354977923,0.008886641187140514,172,355
GSE60141.AT5G56840.Col-0_leaves_tnt_col,0.0051569501496099845,0.00926274483228796,595,356
GSE60141.WRKY18.Col-0_leaves_tnt_col,0.007345853004539417,0.009691180099114592,1564,357
GSE60141.RAP2-11.Col-0_leaves_tnt_col,0.00811495649832988,0.009873603656525348,839,358
GSE60141.WRKY65.Col-0_leaves_tnt_col,0.00627864914712167,0.010414728465855236,385,359
GSE60141.RVE4.Col-0_leaves_tnt_col,0.003588868638166152,0.010548055307934736,523,360
GSE60141.AT5G05550.Col-0_leaves_tnt_col,0.014208345429443076,0.01063312745626923,1043,361
GSE60141.HSFB2B.Col-0_leaves_tnt_col,0.0011887250653348884,0.010722651017925603,254,362
GSE60141.ANAC096.Col-0_leaves_tnt_colamp,0.00528727961320119,0.011429891139585696,1459,363
GSE60141.NAC68.Col-0_leaves_tnt_col,0.006072424201278195,0.011922221289521591,4258,364
GSE60141.HSFA1B.Col-0_leaves_tnt_col,-0.015185552805160152,0.012051006924330495,4624,365
GSE60141.TGA4.Col-0_leaves_tnt_col,0.023291199409650694,0.013331586627208823,1079,366
GSE60141.NAC035.Col-0_leaves_tnt_col,0.00216647486050308,0.013410028157595774,2241,367
GSE60141.CRF4.Col-0_leaves_tnt_colamp,0.008285953562001847,0.013616507419013959,1502,368
GSE60141.WRKY29.Col-0_leaves_tnt_col,0.007841496068436423,0.014729296320602792,607,369
GSE60141.SPL3.Col-0_leaves_tnt_colamp,0.006018757454283569,0.014924100845446365,602,370
GSE60141.ANAC058.Col-0_leaves_tnt_col,0.004890387968049248,0.016039595208832372,2260,371
GSE60141.ATHB-15.Col-0_leaves_tnt_col,0.009940851417322268,0.017695854848842597,391,372
GSE60141.AT3G11280.Col-0_leaves_tnt_col,0.0011022332892592496,0.01922874030316529,897,373
GSE60141.AT3G49930.Col-0_leaves_tnt_col,0.016963163050589043,0.01954101839874418,2457,374
GSE60141.S1FA3.Col-0_leaves_tnt_col,-0.0057741000202582715,0.021929506873213774,2422,375
GSE60141.HSFB2A.Col-0_leaves_tnt_col,-0.006539019137981501,0.02474545881166831,1094,376
GSE60141.HSFB4.Col-0_leaves_tnt_col,0.0015917115324835876,0.026416300944308347,194,377
GSE60141.WRKY21.Col-0_leaves_tnt_col,0.0016103742249406429,0.026420931998892474,162,378
GSE60141.DOF2-4.Col-0_leaves_tnt_col,0.005727793284995312,0.026471048557124066,540,379
GSE60141.ANAC057.Col-0_leaves_tnt_col,0.006534306227467604,0.027383330778535303,2498,380
GSE60141.ANAC057.Col-0_leaves_tnt_colamp,-0.006549409579240689,0.028307593793305604,6259,381
GSE60141.ABI5.Col-0_leaves_tnt_col,0.01351733853168872,0.028578780691002153,458,382
GSE60141.ANAC094.Col-0_leaves_tnt_col,0.006953238814673423,0.028663341180142056,349,383
GSE60141.DREB2D.Col-0_leaves_tnt_col,0.005107416632081405,0.02932149011185092,193,384
GSE60141.ATHB-53.Col-0_leaves_tnt_col,0.02073692183991374,0.029393422579706438,1712,385
GSE60141.AT2G15740.Col-0_leaves_tnt_col,0.0015572730036358413,0.031608203116215636,410,386
GSE60141.NAC105.Col-0_leaves_tnt_col,0.0025101420221066185,0.03173542110151761,764,387
GSE60141.NAC053.Col-0_leaves_tnt_col,-0.007212032194603063,0.033656405673064486,3702,388
GSE60141.HHO3.Col-0_leaves_tnt_colamp,-1.5456351977596872e-4,0.033663085868640114,2087,389
GSE60141.HHO2.Col-0_leaves_tnt_colamp,-0.0012294903653224006,0.033775506180016096,1143,390
GSE60141.ANAC020.Col-0_leaves_tnt_col,0.007775995487157433,0.03531404497703657,3040,391
GSE60141.AT-GTL1.Col-0_leaves_tnt_col,0.009062644400180432,0.036579618235794475,2356,392
GSE60141.LOB.Col-0_leaves_tnt_col,0.007260090888194567,0.037041438403195334,784,393
GSE60141.NTL8.Col-0_leaves_tnt_col,0.007439079572961235,0.03805655612557869,1832,394
GSE60141.DOF4-7.Col-0_leaves_tnt_col,0.0018726638689154466,0.03809233847691122,194,395
GSE60141.ANAC038.Col-0_leaves_tnt_col,-0.0019699957177455475,0.03820135847089305,710,396
GSE60141.ERF012.Col-0_leaves_tnt_col,0.002714560206366715,0.04434521584298706,133,397
GSE60141.HSFC1.Col-0_leaves_tnt_col,-0.0077881219619258465,0.04443110618934566,1784,398
GSE33120.SVP.Col-0_inflorescence-flower-meristem_2w-wt,-0.0038139004903093004,0.04462549463823014,516,399
GSE85651.HSFA1B.Col-0_leaves_5w-mutant-HS,0.007049239651479926,0.04627498083480281,345,400
GSE60141.MYB61.Col-0_leaves_tnt_col,0.002828213382408044,0.04790040582741564,243,401
GSE60141.HHO2.Col-0_leaves_tnt_col,-0.002398952491685216,0.04886693300747035,1829,402
GSE60141.ATHB-51.Col-0_leaves_tnt_col,0.0028257027361858695,0.05228450411337103,126,403
GSE60141.MYB83.Col-0_leaves_tnt_col,0.0026491360916986715,0.053038636665125635,162,404
GSE60141.ENY.Col-0_leaves_tnt_col,0.0078723300091127,0.06030907076663997,113,405
GSE60141.ZHD9.Col-0_leaves_tnt_col,0.004471313525313268,0.06110905371808369,438,406
GSE60141.NAC062.Col-0_leaves_tnt_col,0.0011807861727634247,0.0640250052934647,1576,407
GSE60141.HSFA6A.Col-0_leaves_tnt_colamp,-0.0034853310052499233,0.07164822824442392,332,408
GSE60141.ATHB-23.Col-0_leaves_tnt_col,0.013628867986228328,0.07454064187799445,1057,409
GSE60141.ABR1.Col-0_leaves_tnt_col,0.0017130404530724184,0.07857097494501832,168,410
GSE60141.AtMYB81.Col-0_leaves_tnt_col,0.004966238346077926,0.08050277095524386,638,411
GSE60141.AGL15.Col-0_leaves_tnt_col,0.014698648593277727,0.08482197426779152,1693,412
GSE60141.AT2G20110.Col-0_leaves_tnt_col,0.004163355698571736,0.08937293913602747,3045,413
GSE65876.HAT3.Col-0_whole-plant_10d,0.00664802242279112,0.09144577656944432,140,414
GSE60141.HHO3.Col-0_leaves_tnt_col,-0.01119690445458095,0.10025022653788558,3727,415
GSE60141.JKD.Col-0_leaves_tnt_col,0.00880371035462613,0.10216993485382436,226,416
GSE60141.MYB49.Col-0_leaves_tnt_col,9.724322316564532e-4,0.10241444228933733,393,417
GSE60141.ERF023.Col-0_leaves_tnt_col,-0.0015886719776212104,0.10430716701915638,227,418
GSE60141.HHO6.Col-0_leaves_tnt_colamp,-0.013840562773151599,0.10606862886870264,12939,419
GSE60141.STOP1.Col-0_leaves_tnt_colamp,0.0026116146650125953,0.10981621380512545,713,420
GSE60141.ERF014.Col-0_leaves_tnt_col,0.007278923258086906,0.11550207921428558,376,421
GSE60141.AtGRF6.Col-0_leaves_tnt_col,-9.109268514416076e-4,0.11951013662349085,1289,422
GSE85651.HSFA1B.Col-0_leaves_5w-wt-HS,-3.242955513282821e-4,0.1198955139827151,424,423
GSE60141.ERF095.Col-0_leaves_tnt_col,0.0011894131155109297,0.12570238204192402,115,424
GSE60141.BHLH104.Col-0_leaves_tnt_col,0.0012151920327210554,0.13134534514017834,153,425
GSE60141.SPL13A.Col-0_leaves_tnt_col,0.0010424875451659444,0.13410831920238592,280,426
GSE60141.ERF086.Col-0_leaves_tnt_col,0.0038348440608932076,0.13561703287467472,134,427
GSE60141.ERF091.Col-0_leaves_tnt_col,0.0013041433193509578,0.14066464479057436,509,428
GSE60141.TGA2.Col-0_leaves_tnt_col,0.009131149624030863,0.15046536875868416,618,429
GSE79453.CHR27.Col-0_seedling_6d-ACC,-0.005721587697023103,0.1517618219046762,728,430
GSE60141.WIP5.Col-0_leaves_tnt_col,-0.002128201019931242,0.15430890405851883,445,431
GSE60141.ZAT10.Col-0_leaves_tnt_col,-0.008098694118993569,0.16006911090680945,1436,432
GSE60141.DREB2E.Col-0_leaves_tnt_col,0.006080586078223052,0.1649893199960812,456,433
GSE60141.HAT2.Col-0_leaves_ecoli_col,0.0057259180232785145,0.1653335717685138,506,434
GSE60141.ERF087.Col-0_leaves_tnt_col,-0.0016966219713421913,0.1763770423274651,426,435
GSE60141.MYB57.Col-0_leaves_tnt_col,0.0014450187319797426,0.19941669009066537,277,436
GSE60141.TCP24.Col-0_leaves_tnt_col,0.008046148628558729,0.2173308794947668,354,437
GSE60141.AT1G24250.Col-0_leaves_tnt_col,3.4203202127057464e-4,0.22105457046839525,451,438
GSE60141.EMB1789.Col-0_leaves_tnt_col,0.003946228241979307,0.22240432369396201,227,439
GSE60141.NAC92.Col-0_leaves_tnt_col,0.005623063032452948,0.24501681342206186,1505,440
GSE60141.DREB1F.Col-0_leaves_tnt_col,8.899941499946381e-4,0.2534085077407433,421,441
GSE60141.ERF2.Col-0_leaves_tnt_col,0.0020944651919461224,0.25932150350693217,644,442
GSE60141.AtbZIP48.Col-0_leaves_tnt_col,0.0016788616709559343,0.2732346851626758,206,443
GSE60141.STKL2.Col-0_leaves_tnt_col,-0.003937035278114074,0.2891279218499986,595,444
GSE60141.HB-5.Col-0_leaves_tnt_col,0.00477634537943126,0.29644609849750614,285,445
GSE60141.ANAC103.Col-0_leaves_tnt_colamp,-0.006389751847238528,0.30965247730830486,2678,446
GSE60141.MYB96.Col-0_leaves_tnt_col,-0.0013715749211009797,0.31412280068934917,246,447
GSE60141.ATBZIP42.Col-0_leaves_tnt_colamp,1.5622465183506677e-4,0.32947312586893707,112,448
GSE60141.HSFB2B.Col-0_leaves_tnt_colamp,-0.009274109152062074,0.3452096278877341,1899,449
GSE60141.KAN2.Col-0_leaves_tnt_col,-0.0017282047823234197,0.3521507702580018,165,450
GSE60141.HHO6.Col-0_leaves_tnt_col,-0.0010564232314020927,0.36444433923573794,1650,451
GSE60141.TCP3.Col-0_leaves_tnt_col,0.005723798535429391,0.38672003228308094,247,452
GSE60141.MYB27.Col-0_leaves_tnt_col,1.1946879416575504e-4,0.38917882245407986,242,453
GSE60141.NGA4.Col-0_leaves_tnt_col,-0.001638647091297003,0.3960241450695779,475,454
GSE60141.ERF109.Col-0_leaves_tnt_col,0.002745932168176212,0.4019440588908229,540,455
GSE60141.BPC1.Col-0_leaves_tnt_col,0.006522067679431635,0.4038194370097778,297,456
GSE60141.NAC017.Col-0_leaves_tnt_col,-0.0031898703699365233,0.4419002696881541,1542,457
GSE79453.CHR27.Col-0_seedling_6d-NHS,-0.017228248958877507,0.4505938976654321,722,458
GSE60141.ANAC103.Col-0_leaves_tnt_col,-0.012944441926643166,0.4562473365076575,2548,459
GSE60141.MYB108.Col-0_leaves_tnt_col,7.332283048541474e-4,0.4969634929379894,128,460
GSE60141.GATA20.Col-0_leaves_tnt_colamp,-0.021821877481934426,0.5037021864411473,21121,461
GSE60141.ANL2.Col-0_leaves_tnt_col,0.0070252506322337396,0.5109213338950016,536,462
GSE60141.TGA3.Col-0_leaves_tnt_col,0.005473706517399028,0.5180991252243606,540,463
GSE66289.WRKY33.Col-0_leaves_4w-mock,0.006298418619634916,0.5300186037173695,1078,464
GSE60141.LBD23.Col-0_leaves_tnt_col,-0.0013728289417675107,0.5496432046444296,130,465
GSE60141.HSFA1B.Col-0_leaves_tnt_colamp,-0.03172844235634731,0.5541870936977042,13608,466
GSE60141.MYB101.Col-0_leaves_tnt_col,0.0021524818197904035,0.5611262063173353,635,467
GSE60141.AT2G40260.Col-0_leaves_tnt_col,0.0077624728961549795,0.5785050087207658,810,468
GSE60141.HAT5.Col-0_leaves_tnt_col,-4.414697008560751e-4,0.5921016093187736,119,469
GSE60141.SVP.Col-0_leaves_tnt_col,0.008087274665437693,0.599670744020985,629,470
GSE60141.GATA4.Col-0_leaves_tnt_col,-0.008355190361026759,0.6256885915739806,773,471
GSE60141.ANAC13.Col-0_leaves_tnt_col,-0.010157814290504552,0.6403934908777024,3080,472
GSE60141.TRB2.Col-0_leaves_tnt_col,-0.01373464620011406,0.6453050487393448,1975,473
GSE60141.ARID6.Col-0_leaves_tnt_col,-0.00800676125885208,0.6458666928170284,3143,474
GSE60141.SGR5.Col-0_leaves_tnt_col,0.005480580699661267,0.6552171333235766,482,475
GSE60141.ERF5.Col-0_leaves_tnt_col,-1.2157294773027134e-4,0.6577503919863884,476,476
GSE60141.LBD13.Col-0_leaves_tnt_col,-3.759893458691677e-4,0.6981264388973121,124,477
GSE60141.GT-1.Col-0_leaves_tnt_col,0.0033308583956483317,0.7023664382253667,113,478
GSE60141.ERF8.Col-0_leaves_tnt_col,-0.0015750495757013878,0.7143015422380015,765,479
GSE60141.ATMYB63.Col-0_leaves_tnt_col,4.953896998232022e-4,0.7307253680616046,160,480
GSE60141.E2FD.Col-0_leaves_tnt_col,-0.006364370648876027,0.7360951078628944,704,481
GSE60141.TCX3.Col-0_leaves_tnt_col,-0.007652640062093905,0.7362230505526632,1428,482
GSE60141.RKD2.Col-0_leaves_tnt_col,0.002647401371615562,0.7884098322057491,549,483
GSE60141.ATHB-5.Col-0_leaves_tnt_col,0.003474448382508529,0.8052047439867293,328,484
GSE56706.AL5.Col-0_whole-plant_3w,-0.010909030717630953,0.8308547862020007,664,485
GSE70533.CCA1.Ws-2_seedling_14d-LL-ZT14,-0.011740960470477497,0.8331809370581552,418,486
GSE60141.TRP2.Col-0_leaves_tnt_colamp,-0.019615008625978432,0.8814957206850486,1682,487
GSE60141.TRP1.Col-0_leaves_tnt_col,-0.004749192833212999,0.9076996071252819,169,488
GSE60141.AT5G60130.Col-0_leaves_tnt_colamp,-0.0032656518978352094,0.9203988118300628,131,489
GSE60141.ZHD6.Col-0_leaves_tnt_col,-0.0025581397482365336,0.931987895445939,167,490
GSE56706.AL5.Col-0_whole-plant_3w-mutant,-0.007569831337775486,0.9428341819874939,308,491
GSE60141.AT5G04390.Col-0_leaves_tnt_col,-0.0036783196914532052,0.9522215199604845,200,492
GSE60141.LEP.Col-0_leaves_tnt_col,-1.0292004585742663e-4,0.9606705608257143,479,493
GSE60141.TCP9.Col-0_leaves_tnt_col,0.0013372900282680824,0.9633374411886005,112,494
GSE60141.AIL6.Col-0_leaves_tnt_col,-0.0018572965158299279,0.9642924879823705,249,495
GSE118025.LDL1.Col-0_seedling_14d,-0.04908769882139284,0.9703928285163738,5626,496
GSE60141.AT4G33280.Col-0_leaves_tnt_col,-0.0016228623237366233,0.9843488736153231,133,497
GSE60141.AIL7.Col-0_leaves_tnt_col,-0.0012938785178757562,0.9868271704800204,170,498
GSE60141.PLT1.Col-0_leaves_tnt_col,-0.001881951693910226,0.9874700486539383,245,499
GSE53950.TOP1ALPHA.Ler_inflorescence,-0.017922184380675863,0.9910337405960671,271,500
GSE58789.MBD7.Col-0_seedling_14d-wt,-0.004992209347453758,0.9939891954394617,231,501
GSE60141.AIL7.Col-0_leaves_tnt_colamp,-0.008590210207962565,0.9973825822133491,2186,502
GSE33120.SVP.Col-0_inflorescence-flower-meristem_2w-GFP,-0.0023745031598308383,0.9982081158353666,128,503
GSE60141.AT5G08750.Col-0_leaves_tnt_col,-0.001497721756267752,0.9987590782416655,436,504
GSE60141.AT1G72740.Col-0_leaves_tnt_col,-0.014393992199668998,0.9998166218913648,466,505
GSE33120.SVP.Col-0_seedling_4d,-0.04143313448824448,0.9998464687078158,14734,506
GSE112951.DET1.Col-0_seedling_5d-D,-0.11148584616975915,0.9999978468350221,12305,507
GSE112951.DET1.Col-0_seedling_5d-L,-0.12547335637098814,0.9999999952693537,12782,508
GSE112951.DET1.Col-0_seedling_det1_5d-L,-0.13662631696273791,0.9999999990248368,12165,509
GSE112951.DET1.Col-0_seedling_det1_5d-D,-0.14362916451373012,0.9999999999700979,12173,510
