TF_id,WT_E5_0h_R1,WT_E5_0h_R2,WT_E5_4h_R1,WT_E5_4h_R2,WT_E5_8h_R1,WT_E5_8h_R2,WT_E5_16h_R1,WT_E5_16h_R2,WT_E5_24h_R1,WT_E5_24h_R2,WT_E5_48h_R1,WT_E5_48h_R2,WT_E5_48h_R3,WT_E5_72h_R1,WT_E5_72h_R2,WT_E5_72h_R3
PI,0.3130094214656357,0.34126249065786685,-0.07774086355266835,0.09386842631539723,-0.05626813256524087,-0.013390508459676464,-0.2850040675696815,-0.3469452131673661,0.12620121506710114,0.14782784646163197,-0.12080416150268271,-0.31863936396437514,0.03482131726034756,-0.13700652059787546,-0.0026780248619778808,0.16952384856926508
PIF3,1.1929065265336705,1.322813412009698,-0.9717065019881965,-1.1400307167488717,-1.0428699107045674,-1.5472836116060342,-1.3899965844475837,-1.0709586242267903,-0.2794304183604154,-0.445466165080393,0.7468929114901232,0.698215019320807,1.1713627674492542,0.8577588417227449,0.6183801395736427,1.642785359280737
PIF4,-0.7539908752671884,-0.8122178014999129,-0.6711315147657183,-0.7328085370796353,-0.5054428012011756,-1.0066509019659706,0.24064656116152083,0.20222146933015775,1.0428699107045674,1.0245923925400986,0.8047912168496852,0.6511382223610432,0.8655223818729181,0.5926449301635264,0.2683089229162129,0.9214077063693253
PIF5,1.4187123129661312,1.7316643961222455,-2.2651370034494627,-2.433412139594901,-2.2004105812100327,-2.2651370034494627,-1.9673289538075787,-1.7817725841185594,1.4187123129661312,1.3760588349369347,0.46328179498035416,1.3357716204898045,2.4334121395949024,1.9673289538075784,1.8980286526220012,2.4334121395949024
SEP3,-0.5176523427716081,0.3928308136497293,0.2905865847492116,-0.14782784646163197,0.1370065205978756,0.5610164475512408,-1.5837621165390972,-1.5127550899607387,-0.31863936396437514,-0.3073893828206459,-0.3130094214656357,0.5361131652220904,0.23513679086214964,1.1298320308408791,1.0999187570821543,-0.7119500194518402
ABI3,-0.8196894559643805,-1.2038890137412936,-1.1929065265336705,-1.4335196000876227,-1.5652625195919887,-2.005854303916548,0.664437628128644,0.9890277338786998,0.8423847084436877,0.3355907674135362,1.5472836116060342,1.602820185481948,1.5652625195919883,1.362383389418019,0.7188680528227157,2.3410271376304492
MYC2,-0.698215019320807,-0.8891329656800708,-0.11002044271115605,-0.5054428012011756,-0.6314018942397609,-0.6846104934522019,0.21316716115049078,0.15324492856537705,0.6778556096439299,0.6054624085057516,0.6778556096439299,0.6248777720424505,0.45138873387405687,0.4752407505132448,0.4219288887485655,0.7755170610270775
ERF1B,0.23513679086214964,0.0509043874040253,-0.21864951704140353,-0.4752407505132448,-0.4277908230703919,-0.12080416150268271,-0.691396760526385,-0.9462578347633596,-0.4160814172229962,-0.6248777720424508,0.9890277338786998,0.7328085370796356,0.9631543195066732,0.5610164475512408,-0.04554210636070438,1.1503493803760079
MYC3,0.5054428012011756,0.018747249718058422,0.4160814172229962,0.14782784646163197,0.21316716115049078,0.2627606811759701,0.2850040675696817,0.08311426437365704,-0.3469452131673661,-0.27386543638531413,0.03482131726034756,-0.16952384856926508,-0.2022214693301576,-0.548522282698098,-0.5926449301635264,0.12620121506710114
MYC4,0.7468929114901232,0.7539908752671884,0.5423072853998011,0.6119085104632844,-0.7398323791085591,-0.7398323791085591,-0.7900695024470359,-1.03368798614595,-0.6445316061066132,-0.554758540026558,0.16952384856926508,0.018747249718058422,0.43955918085221335,-0.20769120482982115,0.23513679086214964,0.8423847084436877
AG,-0.4336674943479459,-0.15324492856537705,-1.1503493803760079,-0.3355907674135362,-0.9631543195066732,-0.10463345561407539,-0.050904387404025156,0.4812457055488878,-0.3355907674135362,-0.2516882351957292,0.7900695024470359,1.0999187570821543,-0.24616364666135948,1.2038890137412934,1.4187123129661312,-0.6511382223610432
ANT,-0.8971139424431069,-0.6846104934522019,-0.7050658929000242,-1.0066509019659706,-2.5528757314924575,-2.726022831313744,-0.06163349704763414,0.4933081483127475,1.2852127518908265,1.7817725841185594,1.5127550899607387,1.9673289538075784,2.0932730573572456,1.7316643961222455,2.0932730573572456,1.3489580918851947
HAT5,-0.21864951704140353,0.20769120482982129,0.21864951704140353,0.3755318588580194,0.5115380398553485,0.6379530030286191,-1.8980286526220012,-1.602820185481948,0.05626813256524102,-0.4752407505132448,-0.7611270308966579,-0.018747249718058422,-0.7328085370796353,0.9890277338786998,1.464115498991592,0.7328085370796356
ATHB-9,-1.3489580918851947,-0.5054428012011756,-2.1437704762116443,-2.093273057357247,-2.433412139594901,-1.731664396122245,-1.7081590334395325,-0.5610164475512408,1.1929065265336705,1.109779588322558,1.9673289538075784,2.3410271376304492,1.9673289538075784,2.4334121395949024,2.5528757314924593,1.602820185481948
MYB15,1.496146876216362,0.9214077063693253,-1.0999187570821543,-0.5735988114583386,0.8655223818729181,-0.3355907674135362,-0.8347718934067764,-0.21316716115049067,0.7188680528227157,-0.7827725602592135,0.16409276201253223,-0.5176523427716081,0.8272071528766827,-0.6577733822383669,-1.6855612305545893,1.433519600087623
F3A4.140,0.9717065019881965,0.7755170610270775,-1.6427853592807375,-1.836800742786681,0.7050658929000242,-0.15866651137713356,-0.469252883812802,0.7827725602592135,-0.9462578347633596,-0.4219288887485655,0.6248777720424505,0.9631543195066732,1.160792003464767,0.16409276201253223,1.7081590334395331,-0.5115380398553485
RAX3,0.013390508459676464,-1.9315197977783913,0.2683089229162129,-0.23513679086214964,2.0058543039165473,0.6511382223610432,0.9803303522249299,0.45138873387405687,-1.836800742786681,-2.2651370034494627,1.4042097133553209,0.1316019471765929,0.2516882351957292,-0.19129995251595547,-1.5837621165390972,1.464115498991592
SPL8,0.08849006607869864,1.0521406099073667,-1.226300880644619,-1.0615026297045764,-2.2651370034494627,-2.093273057357247,-0.06700063638160315,-0.8047912168496852,1.1820660672895331,0.6379530030286191,-0.26276068117597023,1.1400307167488717,1.4486480419347214,2.0932730573572456,2.2004105812100336,1.2263008806446187
CDC5,0.34126249065786685,-2.2651370034494627,-1.8980286526220012,-1.5837621165390972,1.4486480419347214,-0.9890277338786998,1.6224788658311995,3.0705355970807977,-1.496146876216362,-2.093273057357247,2.4334121395949024,0.9803303522249299,0.39862309718566696,0.6445316061066133,-0.6577733822383669,1.4042097133553209
DYT1,0.20222146933015775,-0.18040120698026224,-1.2730749331293942,-0.7900695024470359,-1.5297913795462077,-1.9315197977783913,-0.4933081483127475,0.664437628128644,2.143770476211643,0.797408756791946,1.2975429286165538,0.7188680528227157,1.433519600087623,0.6846104934522019,0.5799240864668217,1.2493462419630998
LEC2,-1.3100735947277953,-1.1929065265336705,-2.2004105812100327,-2.2651370034494627,-2.726022831313744,-2.433412139594901,-0.7188680528227157,0.5299395463003201,2.047609368960877,1.6224788658311995,1.866540294772766,2.2651370034494636,2.3410271376304492,2.2004105812100336,2.4334121395949024,2.726022831313745
