TF_id,WT_E5_0h,WT_E5_4h,WT_E5_8h,WT_E5_16h,WT_E5_24h,WT_E5_48h,WT_E5_72h
BIM2,-0.5754747988520631,-1.040032225300773,-0.3019172249888965,-0.8871530588245843,0.2062454258456986,1.6488398905409014,0.7027516196796804
BIM3,-0.4078433625005194,0.06537082123521101,0.46415322442124657,-0.5447416419382115,-0.28610388561485384,-0.09822636944526295,0.30989120172021634
BZIP60,-1.720288170370369,-0.834298625536141,-0.30193443272838766,1.8995641860371606,0.8273380903772596,1.337836207376785,0.04212620686613383
CMTA2,3.7327449709561864,-3.1693871083039973,3.071799884405014,3.081861309188097,-3.8551784593826004,-4.721610046428168,-2.544034810625627
CMTA3,4.342393085141033,-3.13454707580391,4.342393085141033,4.098785772261817,-3.610311482529769,-5.318323660592778,-5.318323660592778
DREB1A,1.0183994413798219,1.0776320988004677,0.840201027166797,1.0527444771637378,0.19105546791082642,-1.5734797461377505,-2.106899424572013
CCA1,-1.0922337771470634,0.053496462109241597,-2.0997339524622016,-1.1098678056257119,0.18365146079684888,2.105990210720733,1.8189807445821173
CDF2,-0.02698839643180202,-0.9943909193326209,-0.8159714170821621,0.06847701287555583,0.47536047588319635,1.1990675360925689,0.5827818036829501
CRF2,-1.043676263390808,-0.3365439921426969,0.5678625727761427,1.9408737923289026,0.3364909275270051,-0.26657894354675693,-0.7236885278643472
DOF2.5,2.4215281443438994,-2.921715990373416,-2.277083876389977,-0.44723193171288145,-0.6111561976970452,2.191719207211282,2.2359632201449497
DREB1E,0.19771302139725133,-0.8657185071605867,1.2264190741032535,0.9351088087446927,1.1506955962988152,-0.7547830665993507,-1.0816400341875025
ERF008,2.7677217698051035,1.4371739998884934,-0.2283261229306192,0.05742722799275531,-0.6678818006414071,-2.281808983472126,-1.9156883217825293
DOF1.8,-1.3742511905135277,0.9232202452433337,-1.0448096993555485,-0.8442052736766842,0.5101099412199561,1.0624807639984992,1.016233645381487
DOF2.4,-0.07492264299361419,0.13017273211092165,0.4409947839819841,-0.031320324367374634,1.4389513437097963,-1.024806563162594,-0.2673123406766495
DOF5.6,1.2858046691765392,0.34952188860048755,1.092840685566424,-0.9413676112137948,-0.9882565112737989,-0.5614198855726799,-1.21596468533427
DOF5.7,-0.7771794700725467,-1.0943373733043127,-1.77541525020691,0.8054081208752831,-0.04565627125730585,1.7073060568224423,1.9580334770199794
DRE1C,-3.2570498994159136,-1.0469302468310633,-0.13659582517024782,2.35349644381168,2.73240440475684,0.8124772772409724,1.1809054884665302
DREB2C,1.259399194052773,1.334917990732774,1.9206825007566202,1.9960413050711647,-2.228991666638947,-2.999867701396339,-2.1995117899773247
EDT1,2.036839999613893,-0.592166516111956,-2.308890475942488,-1.692274427928758,-0.23876326909497356,0.7312924273971636,1.5977692652699451
ERF7,-3.0038037133815902,0.05973576592193866,1.9562767437549595,2.1078928369793846,2.246205222477221,-1.4414168169488357,0.30142147071011377
ERF8,-2.1822354606549865,1.0373634533667861,1.6660647576904062,0.14989934546394248,-1.2688253949168162,-0.008566020334130377,0.9277145512368997
ERF043,3.21128140732847,0.034986517604078095,-1.5765151569167886,-1.774944561716114,-1.0913291859028105,-0.66800698621746335,-1.7821515335912852
ERF069,-2.7400710504949175,-1.1982084915036384,-0.42072723411614643,2.490686037143242,0.9029871219467206,1.4239223624530124,1.2145055394825004
ERF096,-2.050861812345225,-1.0165757751366333,-0.19689970231205298,2.002877386314866,1.6751602123010865,0.7580878971065484,0.4936344040787478
ERF098,-1.5686764732039504,0.25412874610537534,1.5697740591728,1.1639391019565009,0.4941957627089909,-0.4275528370771541,-0.9299277266346397
ERF112,1.4548038737594402,0.49835985719399134,1.145246212299332,-0.44109884759480605,1.123121872136529,-1.6254651787461647,-1.5650468960647321
ERF13,0.1608076764316198,0.4875427249434732,1.2142050115064924,0.3395281499537892,-0.9742413867288972,-0.748660371334227,-0.5358706141849465
ERF6,-0.2636474744100041,-0.23941537176869776,1.0593988454685643,1.0818717249768828,1.0068669469646099,-0.9736666573196444,-1.0841285663316678
ARF3,1.218000961205324,-1.1242351251110225,0.08286163311276953,1.3596272360601325,-1.695128878676343,1.083678983880915,-0.9056482863983654
AGL27,-0.548587781527597,-0.7747142088371127,-0.22938992504648728,-0.14427336168551658,1.9734736549573524,-0.29229753315335094,0.7488104450203017
GATA10,1.6729668549549126,-1.4196476186402511,-0.8446803156795167,0.12484731593624385,-1.6059843223541077,2.7915060913436434,-1.2671740801178681
GATA11,1.6942999897626174,-1.435714864256611,-0.8400580991892153,0.13414345817497506,-1.6104697459661712,2.744471299007176,-1.2558576907649186
GATA12,2.7215826678468464,-2.2008280153932485,-0.892956204543817,0.05729953710427525,-1.047554840647599,0.6840648036237496,-0.2161798688245484
GATA15,1.7810740756850394,0.6497183396945788,-0.8471724261199329,-3.3107123279204447,-2.838990114075319,0.7014465780661256,1.9809625375575497
GATA8,0.18011885654365078,-0.3468450639338372,-1.5079041540759681,-0.34747432146753426,1.0496096405864377,2.090107276619996,-0.9033830716362095
GATA9,-2.5797467765542716,1.7952110225681015,-1.268581610237241,-0.9999931536134087,-0.23709966317615858,1.55540915635114,1.3227079437968785
GT-1,0.2905954156800426,0.0564674805704864,0.5264603705518075,-1.9105013298097853,-2.992805379517666,0.65594140625167,1.6498697093081505
HAT1,-2.1118494952651647,-0.7402376296614869,-1.1434624432879652,1.283289546578251,0.9838913201714191,0.9710234107269846,1.9892795958733895
HBI1,0.2745209245555519,-1.7830915434860086,-2.379792409153666,-0.8388489758634783,-0.24876025388031614,2.2879579421805256,2.8072565201092132
KAN1,-0.41269322977956857,1.557395607624867,0.9973325237812047,0.38536280853315846,0.01924057580839106,-1.9146894770364014,-0.01566392596263416
KAN4,1.9488515267566917,-1.3144595884884958,2.3291412802385634,-0.25605545053523365,-1.9696317881173617,-0.6020779585981171,-2.2127694033395797
TCP4,1.3527415529591067,-1.6402217579184937,-1.738784714097775,-3.1390354057008336,-1.6605268442806704,3.5186721601332374,0.9984842838621235
MYB111,-1.689711874175492,0.3289974023101607,-0.37476978791522797,-1.5040688602194774,-2.7219654523451027,2.6116941496244643,1.9161335032848545
MYB24,0.5661121956171913,1.9601849709357604,1.2880126796130786,-1.8309987308422186,-3.0038037133815902,-1.5906183395603415,0.8025533368876199
MYB3,0.14006980097209543,3.0194964862421707,1.4740437721689057,-2.895756940026688,-2.4363826381511045,-1.7975880742186796,0.10196606910855752
MYB4,-1.9224340823152128,0.6840357447402684,1.3005537721758686,-1.391047237819207,-2.1032111327597782,2.0364523709679925,0.43081516133895037
MYB46,0.6555417425705129,-1.0585174834657514,1.3198743714874623,0.573740857615494,-2.3127695103133257,0.9145835013382366,-0.5670600746857277
MYB55,0.47576388787979307,-0.6048750539498617,0.23305125162364865,1.561636352689488,0.22670196712163967,-0.29751124282406577,-1.0977864216922062
MYB59,-1.0051880395838402,-1.0347489677622652,1.377217828179232,-0.7994792242412637,2.2854788488504574,-0.8542457873812412,0.6360391386370388
NAC083,-3.1117938693911946,0.9557064603756321,-0.6520098188280047,2.035583272586334,2.314658577830788,-0.4739019618090696,1.1067242376868522
NAC92,-0.4680596984371649,-2.286642102120267,-1.880219336993948,0.21687712885369076,2.200777046411718,1.8882653643216487,2.370931267335559
NAC043,2.0508664258823828,0.43670366636463515,1.4386286800560688,-0.9096489764804205,0.07986954852604637,-2.1190385828682805,-1.4263098157790446
NTL9,-2.5691926525861284,-0.6172383202606352,0.8663379979605684,-2.683419593733538,-0.8086158674422645,1.0788150705579396,3.408912565177174
ERF018,3.21128140732847,2.3539982109479505,1.421877654694962,1.5306125511125614,-2.2615511586159958,-3.3415482847038307,-3.058952038693522
ERF094,-2.3358545840770306,0.6741429303001045,2.0836195712884034,1.5287084325525448,1.1539971141189052,-0.77242615197724,-1.6893966261410511
RAP2-3,-1.201850738505596,-1.009139601448719,-0.15713732420636017,1.7728117270576924,1.5006866379264783,0.4880732765844129,-0.07411731967345153
RAP2-6,-0.6619525613655185,-0.5805332700676067,0.7360693016680482,1.4654881986043704,1.2691258695262768,-0.7795480255667133,-0.7328053135835347
ERF109,0.7347758008415677,-0.4864037794042192,0.1251456607388715,0.21444364805825453,0.6891136386970459,0.1237689141279771,-0.6430980666794893
SPL1,-0.13252139218204806,-0.2467350164101333,-0.7355310029376301,-1.3098303230848138,-2.1332542893667745,1.7978880198302294,1.6163094238206863
SPL11,2.0874585120836837,2.757672519649464,0.7901855700868807,0.625011282316362,2.2935874213300234,-3.4464117803546688,-3.034355126805139
SPL12,-2.116155974331127,-1.2026012344155923,-2.756902391067144,-1.5066180874588628,-1.930023194368758,3.417686693067533,4.262739832588619
SPL4,0.3859558655788565,-1.9925835084154477,1.0170243803934482,1.7930555376167208,2.0977261515223034,-1.2433525294926508,-0.09384058629011618
SPL7,0.06189765311698167,-0.0844460281128266,-0.35379724776257787,0.8696972133649153,-2.39137371386718,0.06022116108445124,1.7304889815282791
SPT,-1.0121711898722343,0.469847778909191,1.2166809325087946,1.2518617426502252,-0.7042822457581931,-0.2574867101440238,-1.3671225617584004
TCP19,-0.5986541545810007,-1.1412035274311514,-0.5837932345763907,1.9842975245091203,0.48084225375422956,0.4249229066143087,0.248712853652493
TCP2,0.48665205004936807,0.07851140863271389,-0.17198895796967853,0.41642765639819174,0.9729840602501388,-0.6312774377001857,-0.345856694691586
TCP23,-2.5802740973729015,-2.1609172385468853,-1.4483571682944771,1.8839258437123985,2.598718206971624,2.5079596084553235,1.45852578194517
TCP5,2.372969641365303,-2.018162008466306,-3.1712308049969904,-4.3423930851410315,-2.6782566571341246,4.517085685705076,2.933876750416455
TGA2,1.3489114925599328,-0.3045438500285064,1.6978712472535928,2.6774993086181547,1.5523461739123001,-2.507539953292602,-3.0260044979562397
TGA6,0.372481535067272,1.3030478457009589,0.9349858976800867,0.9800533949153679,-0.40147727495702473,-1.3227247271976896,-1.4505819624391258
TGA7,1.398309577996364,2.3860963048187354,2.348554289565568,-0.48332378870667275,-0.9258271280289192,-2.9620210452596685,-2.670316492186196
DOF5.3,-0.695353125087158,0.3833751660475814,-0.18264609799394235,-0.4204826767685357,-0.7110588578239518,0.6080945938887337,0.6607756184284194
UNE10,-0.15096048203728435,-1.2356953928088263,0.9694487485678546,0.803795386541536,-0.47916261219403083,0.3819755587941017,-0.5329111569810027
WRKY12,2.271834794408516,0.7390398878188956,2.484375113999859,1.0720960877548653,0.5945080433217571,-3.1702284789071005,-3.4486011629618734
WRKY18,1.2518202610739655,-1.7062325024400173,0.7995738462446357,1.5572007259300433,1.92285082926498,-1.4839457322184086,-1.0105739959902964
WRKY2,2.784143927376782,1.4815234923463256,3.6482714550205215,-0.4732556275691397,-2.486725743070016,-3.9212603756899465,-4.090199237321583
WRKY21,0.06904859844087191,0.30392827699152636,1.091701870377455,0.8119543034326079,0.21983166063637005,-1.4164511605004515,-1.1271542919650117
WRKY23,0.18843053243110638,-2.5797467765542716,-2.1950528732814942,0.98606054654566,3.020046915827304,2.5871023109848763,0.04428651546496647
WRKY25,-1.3159580967784799,2.348554289565568,2.8985207541040174,0.13624355070582056,-1.0413737610917237,-2.2999983674715625,-2.7617548394044587
WRKY30,1.8313039706578889,-0.8765926141204111,1.8401462019744115,0.13697166753141873,0.015445605331521067,-2.1167007418756922,-1.3898366516222616
WRKY38,2.7267533771932073,1.2426701145976564,0.9299719733152596,-1.1275215117232495,-2.120459172126422,-1.7188776409104178,-2.05022867660417
WRKY43,-1.6732491190529326,0.33754566117799356,2.0917989793259837,0.9994742672979666,1.4788827412704058,-1.6233064566255662,-1.519979013775023
WRKY45,2.177404880467929,-2.5797467765542716,-0.5944282134897468,1.2621496459076527,0.6318541706917413,1.0459058814070656,-0.4422275184536823
WRKY48,-0.34087888317117676,0.17972265245281546,0.6974827254170775,0.700531702973911,1.2922136433771527,-0.37967386932420005,-1.6639358605017145
WRKY57,1.7776588830468611,0.04292016202487103,-0.5853300682795264,-0.956567298169684,-1.161864010263093,-0.4833412205854723,0.21806125332232298
WRKY60,1.7694739838074813,1.5389279556528945,3.3107123279204473,-0.9641517927734158,-2.2152228584439606,-3.1218208840876245,-3.0544098269837368
WRKY62,-2.3653798737187617,2.186968968270605,1.2925985861738405,0.4740343407478473,1.1635254828053625,-1.6132374805250276,-0.925934062278387
WRKY63,2.2271577740075728,1.8270712777834042,1.6534943923324112,-1.9983414596128097,-1.0492129530892462,-2.52796921827474,-2.07004707671527
WRKY75,1.777640008097914,1.8020929876605567,1.7927167357379226,-1.950710776690116,-1.2921699538560736,-2.4462743872776134,-1.4904097784654378
WRKY8,2.116155974331127,1.0072332146005591,1.280120568274616,-0.7558026894823672,-1.274923764982284,-1.9662089622213357,-1.5641997093167876
JKD,0.18672678270133095,-0.4589587775420243,-0.8554245917046303,-0.27939245657196987,0.9127758238424962,0.6461039682448115,0.2948735744429904
NUC,-0.5943933941330254,-0.35819188184264994,-1.2704731818566728,0.11383379449422702,1.442131797006502,1.2583254138754956,0.12235381289814216
MGP,-0.5419589787859277,1.0466963532351805,-0.8142399641336947,-0.4268068290916359,0.736574444166737,0.18243260635828257,-0.06448919826197594
SGR5,0.4544532523448488,0.9353611754424951,-1.1696194604012937,-1.0866485599150184,0.4437489595640491,-0.24553066160301537,0.34110544472909254
AT1G14580,0.37965682235062603,-0.24770687017753323,0.12166268547735667,0.0038273905097626574,0.47508526797798517,-0.34185578058322075,-0.2968535926233528
TSO1,0.16071471140644403,2.139829694621987,0.8353162050812426,-1.085709024790562,-1.2500077639591018,-1.4781012914500573,-0.481395166870067
TCX2,-0.8746684168185237,-0.45165732544779874,-0.11445477917814906,0.05109029773215729,2.205523206416078,0.18181265055523388,-0.04205068058740107
PHL11,0.280283146805568,-1.3818419759467204,0.49355149631576384,1.8494983621767285,1.2870364994429304,-0.9817056336324615,-0.691785821155903
HHO5,-0.034306313989638654,1.7456398986999795,0.824958182788276,-2.0752929759723284,-1.4702103859706384,-0.1106724951750815,-0.23066308378155573
HHO6,0.42591169520259625,-2.009827125178817,-1.959927857832147,0.540267891991174,2.1044121937690825,2.1556862818372324,0.7189283427938619
PHL12,0.2508022858904828,3.276607468697468,1.5095706842310241,-2.5527363116433635,-1.3086283132984087,-1.9153781395187572,-2.380144074341127
EFM,0.524073852546748,-1.006023670711782,0.8028504216158353,0.09529578914177886,-0.26685034796388624,0.004172757835271328,-0.7731142539193647
MYR2,0.7148173019902606,-1.2303123196723076,-1.907514581783057,-0.8305548229239995,0.48416502206716816,1.2237694001912978,1.9134018185281454
MYB105,-1.4450898619735268,-1.2328731414697238,0.5640796947313648,0.8715648507349072,-2.1061578385462725,2.2116911600276854,1.0631084439951815
MYB118,1.760636022576096,2.018162008466306,-0.9432203149683126,0.3782169402772477,-1.3212603347343777,-1.0840837555819467,-0.7873005914928056
MYB52,0.6302599490281894,-0.3459152212641567,-0.7374149983407748,0.7445902666772157,1.713130345763642,0.7306063877820135,-1.3479581146601944
MYB3R5,0.5190141805268808,-1.9659751640587773,-0.5659231082824281,0.09979293357661938,-1.2185438390959442,2.3028141075294917,1.2553509050768403
MYB101,-0.9179820526371041,-0.6059067410300225,0.45730191368756445,-0.6078788157634692,1.8640898475016148,0.35677030479137506,-0.23973620830422246
MYB56,-0.14810895079100259,1.7502083160825441,-1.230011291906903,-0.9719016087344754,-2.0130415396530044,-0.8213629905967793,2.7241452025153987
MYB81,1.3023365772296445,-2.6040676318742384,-1.02229080728293,0.11938428842079332,1.1091795254602397,1.7330552697397783,0.9044998061436412
MYB119,-0.38000474934934336,-2.6243576314019372,-1.7480832057586901,0.7763379918468422,0.5843032322294799,2.265996272342455,2.6292004263035555
MYB65,0.8625288736355002,-1.4607730703203077,-0.4502150373489674,-0.7428571142987065,1.816532827729215,1.2906000668456725,-0.3298693034622353
MYB3R1,-2.077898193141849,-1.1557416203360158,-1.3600490676540635,-0.7217136341906657,2.0651389644123617,2.3420907772218027,1.674902866847153
MYB1,1.5510602645697553,-0.06960992968074861,0.5618889235017249,1.8823235239363656,1.9899032236741965,-1.7908650952339566,-2.6068500714866367
MYB3R4,-0.7807752657710486,-1.884674007201071,-2.0408116125126856,-0.2774249823234543,1.7264934174449584,2.213182002805337,2.190898304078288
MYB113,-1.0070161113782483,2.018162008466306,-0.5610684078367808,-1.4332672428078732,-2.7078996781605524,-0.06866479839076023,2.576084685966921
At3g09600,-0.9116836625492282,0.5085718761445622,0.04195814688933025,-0.933923589178486,-0.3873281683329957,0.42655737861298565,1.093679307888314
RVE6,1.0579415652584854,1.797072299656881,-0.0496922815711713,-1.2638728408343392,-1.200332969665812,-0.7842097410517821,-0.6802528359728376
RVE1,0.18576763649449662,1.104329013131767,1.1228796393944152,-1.1718928893750422,-1.7192681317329799,-0.9153720418825518,0.3135727802868497
LHY1,0.3635460127397156,-0.3412025473897978,-0.7752489975384751,-0.7735302898886537,-0.7366853626142724,1.1080728111433575,0.8870336062379901
At1g49010,-1.637543574603185,0.7235614171863015,-0.20626711607302958,0.6877775823797547,1.1972085371212204,-0.37725850161830027,0.22510216252700793
LCL1,-1.2719047917169133,-0.8816262688710511,-1.2568736946751884,0.37014976107316133,0.6386408802231381,1.2239117491489453,1.5979860584077894
