TF_id,num_TFHit_inputFeature,inputRatio,bgRatio,pvalue,odds_ratio,padj,qvalue,rank
GSE60141.DREB1C.Col-0_leaves_tnt_colamp,259,259/1447,3443/22994,9.075786101010993e-4,1.2573294382324625,0.30948430604447486,0.0013957037112393184,163
GSE60141.NAC002.Col-0_leaves_tnt_colamp,162,162/1447,2035/22994,9.590852847376846e-4,1.3242195841874618,0.32608899681081277,0.0014659189717941847,164
GSE65876.HAT3.Col-0_whole-plant_10d,15,15/1447,97/22994,0.001051205482108061,2.7415722219562766,0.3563586584346327,0.001596982873828812,165
GSE60141.ATMYB119.Col-0_leaves_tnt_col,80,80/1447,908/22994,0.001447536333643927,1.4643613871335335,0.48926728077164733,0.0021858379977916327,166
GSE60141.AtbZIP3.Col-0_leaves_tnt_col,161,161/1447,2047/22994,0.0016523253645334198,1.3050961996887098,0.5568336478477625,0.002480137074110043,167
GSE60141.AtbZIP48.Col-0_leaves_tnt_colamp,186,186/1447,2411/22994,0.001748313173697578,1.280897427691046,0.5874332263623863,0.002608594259167815,168
GSE117797.HY5.Ws_whole-plant_10d-red-light,554,554/1447,7992/22994,0.0020740461923553074,1.1767682203354706,0.694805474439028,0.003076297310949095,169
GSE60141.BEH4.Col-0_leaves_tnt_col,81,81/1447,937/22994,0.0022883010484864076,1.4332805524859311,0.7642925501944601,0.0033741223303172126,170
GSE60141.ZHD1.Col-0_leaves_tnt_col,68,68/1447,767/22994,0.002731812032523414,1.470685489630656,0.909693406830297,0.00400452757983939,171
GSE60141.ERF027.Col-0_leaves_tnt_colamp,208,208/1447,2763/22994,0.0029789653670093223,1.2478634710550536,0.989016501847095,0.004341437899207384,172
GSE89889.FLC.Col-FRI_aerial-part_2w,63,63/1447,705/22994,0.003203998723412949,1.4822011804228006,1,0.0046424027745790705,173
GSE60141.ERF035.Col-0_leaves_tnt_colamp,167,167/1447,2171/22994,0.0033816623065429548,1.2723147294490345,1,0.0048716667711116894,174
GSE95301.AGO1.Col-0_seedling_10d-wt_MeJAcontrol,489,489/1447,7033/22994,0.0036099147623386858,1.1702234827712592,1,0.005170773145292746,175
GSE60011.AT1G14580.Col-0_roots,172,172/1447,2257/22994,0.004282182029930423,1.2591994912940057,1,0.006098865315355451,176
GSE60141.BHLH28.Col-0_leaves_tnt_col,87,87/1447,1043/22994,0.0043201491428941025,1.3778145482818982,1,0.006118177317243625,177
GSE97499.GATA21.Col-0_whole-rosette-leaves_3w,267,267/1447,3667/22994,0.0045324072090450335,1.207678497976651,1,0.006382715770040945,178
GSE60141.BPE.Col-0_leaves_tnt_col,15,15/1447,113/22994,0.00481783392094197,2.2925397567756427,1,0.006746761840872181,179
GSE60141.VRN1.Col-0_leaves_tnt_col,102,102/1447,1259/22994,0.005007047788980621,1.3364540946366754,1,0.006972777661691532,180
GSE60141.PC-MYB1.Col-0_leaves_tnt_col,133,133/1447,1707/22994,0.005681807221928835,1.284366233736317,1,0.007868727497035882,181
GSE97499.GATA22.Col-0_whole-rosette-leaves_3w,53,53/1447,590/22994,0.005856260415393253,1.4874831696739774,1,0.008065765260761405,182
GSE60141.WRKY24.Col-0_leaves_tnt_col,22,22/1447,197/22994,0.00648285027651256,1.8854586489137146,1,0.008879969777663834,183
GSE60141.GBF3.Col-0_leaves_tnt_col,110,110/1447,1387/22994,0.006882849320433678,1.3059224198770265,1,0.009376635306098053,184
GSE60141.TGA6.Col-0_leaves_tnt_col,101,101/1447,1261/22994,0.007172966665569013,1.3187560083807284,1,0.009719046725239456,185
GSE60141.WRKY15.Col-0_leaves_tnt_col,51,51/1447,574/22994,0.008298149260065318,1.4685408512266676,1,0.011183168895285157,186
GSE60141.MYB58.Col-0_leaves_tnt_col,61,61/1447,717/22994,0.01030648051717876,1.4015601314933879,1,0.013757408640431292,187
GSE80564.NFYB2.Col-0_seedling_3d-EtOH,1212,1212/1447,18732/22994,0.01031805648032347,1.1854367604533729,1,0.013757408640431292,188
GSE48793.ERF115.Ler_cell_suspension_2d,84,84/1447,1038/22994,0.010540880173540367,1.3302919687338282,1,0.01398014442769375,189
GSE60141.SPL14.Col-0_leaves_tnt_col,68,68/1447,819/22994,0.011869740734565624,1.3654490854539065,1,0.015659728127005872,190
GSE60141.LBD19.Col-0_leaves_tnt_col,55,55/1447,641/22994,0.012243904725679015,1.4132763952090805,1,0.016047265548848826,191
GSE60141.AT4G16150.Col-0_leaves_tnt_col,39,39/1447,426/22994,0.012291522548054419,1.514442936753968,1,0.016047265548848826,192
GSE60141.ATHB-23.Col-0_leaves_tnt_col,32,32/1447,337/22994,0.013518522462813468,1.5749770496671553,1,0.017557735564828546,193
GSE60141.ZHD5.Col-0_leaves_tnt_col,58,58/1447,686/22994,0.013641173951608295,1.3909036541332305,1,0.017625709298298004,194
GSE104368.EBS.Col-0_seedling_10d,84,84/1447,1050/22994,0.013784593047426524,1.3130026458158865,1,0.01771968200284572,195
GSE60141.WRKY30.Col-0_leaves_tnt_colamp,67,67/1447,812/22994,0.014118393365321853,1.3556133278086488,1,0.018056176548846996,196
GSE79354.HSFA1A.Col-0_seedling_12d-15min-17c,72,72/1447,883/22994,0.014494485680279676,1.338831194814366,1,0.018359691509265457,197
GSE60141.RVE5.Col-0_leaves_tnt_col,70,70/1447,855/22994,0.014502203133648512,1.3444830145667246,1,0.018359691509265457,198
GSE60141.BZIP28.Col-0_leaves_tnt_col,52,52/1447,607/22994,0.014949046685696065,1.4098707104399508,1,0.018830289962551826,199
GSE60141.ENY.Col-0_leaves_tnt_col,10,10/1447,73/22994,0.015736682878580918,2.373065103823638,1,0.019723309207821418,200
GSE95301.AGO1.Col-0_seedling_10d-wt_BTHcontrol,925,925/1447,14094/22994,0.017798893461453805,1.1273774063378768,1,0.02209881069899327,201
GSE95301.AGO1.Col-0_seedling_10d-wt_Coldcontrol,754,754/1447,11359/22994,0.01780835011115681,1.122591337208521,1,0.02209881069899327,202
GSE60141.TCP3.Col-0_leaves_tnt_col,13,13/1447,108/22994,0.018095099279428203,2.0470117575734026,1,0.022344030637323493,203
GSE60141.RVE6.Col-0_leaves_tnt_col,61,61/1447,739/22994,0.018392472237036665,1.3546584005426305,1,0.022599900526554854,204
GSE60141.AGL15.Col-0_leaves_tnt_col,42,42/1447,479/22994,0.018896412550004772,1.4440021613849106,1,0.0231058572969164,205
GSE60141.GT-3A.Col-0_leaves_tnt_col,16,16/1447,144/22994,0.01918097219289735,1.8710105512446416,1,0.023339953218541758,206
GSE60141.MYB98.Col-0_leaves_tnt_col,38,38/1447,426/22994,0.01936482597141027,1.470697208216006,1,0.023449837569243997,207
GSE60141.RAP2-10.Col-0_leaves_tnt_col,90,90/1447,1154/22994,0.020199512971792028,1.2767596427454286,1,0.0242651064583789,208
GSE60141.DREB1A.Col-0_leaves_tnt_col,108,108/1447,1414/22994,0.02023167785824943,1.2500490037417702,1,0.0242651064583789,209
GSE60141.JKD.Col-0_leaves_tnt_col,16,16/1447,145/22994,0.020345287337044028,1.8562299526333186,1,0.024285168376916046,210
GSE60141.SPL9.Col-0_leaves_tnt_col,54,54/1447,646/22994,0.020492127211385238,1.3721423524077936,1,0.024344517635010585,211
GSE95301.AGO1.Col-0_seedling_10d-wt_Flg22,729,729/1447,10982/22994,0.021023393768020135,1.1184008035358803,1,0.024857849235143302,212
GSE60141.MYB56.Col-0_leaves_tnt_col,35,35/1447,390/22994,0.022190680355139457,1.4796666573657653,1,0.026114853876470848,213
GSE30711.FHY3.No-0_seedling_4d-far-red,75,75/1447,945/22994,0.022545527839200042,1.2991806484879287,1,0.026408468746228087,214
GSE60141.WRKY27.Col-0_leaves_tnt_col,17,17/1447,159/22994,0.022673756732803904,1.791946429584058,1,0.026435139632664396,215
GSE60141.TGA10.Col-0_leaves_tnt_colamp,159,159/1447,2177/22994,0.024745916841680336,1.1946291752888727,1,0.028717483742196934,216
GSE60141.WRKY22.Col-0_leaves_tnt_col,68,68/1447,853/22994,0.026471205248881684,1.3041819574271734,1,0.03044417114260783,217
GSE60141.MYB118.Col-0_leaves_tnt_colamp,92,92/1447,1197/22994,0.026476712669236065,1.256043164921098,1,0.03044417114260783,218
GSE60141.DREB1E.Col-0_leaves_tnt_col,144,144/1447,1975/22994,0.033215419762108164,1.1899887864315513,1,0.03801825823608118,219
GSE60141.DREB2D.Col-0_leaves_tnt_col,8,8/1447,61/22994,0.036599317898327724,2.2543873074158016,1,0.04170104099930674,220
GSE60141.SMB.Col-0_leaves_tnt_col,101,101/1447,1349/22994,0.038100746925677706,1.22048369609947,1,0.04321532682972795,221
GSE60141.TINY.Col-0_leaves_tnt_col,80,80/1447,1044/22994,0.03874051005815559,1.2495341527395234,1,0.04374303838398348,222
GSE60141.SRM1.Col-0_leaves_tnt_colamp,81,81/1447,1060/22994,0.03983099739814979,1.2457726206894635,1,0.044772660752479286,223
GSE60141.CDF5.Col-0_leaves_tnt_col,97,97/1447,1296/22994,0.041760261096983914,1.2193717659895624,1,0.04673172075138676,224
GSE60141.PHL11.Col-0_leaves_tnt_col,54,54/1447,678/22994,0.044562937239683215,1.2997985832164036,1,0.04964641304332115,225
GSE60141.TGA9.Col-0_leaves_tnt_col,81,81/1447,1073/22994,0.0501618300646243,1.2286708095463308,1,0.05563672007167769,226
GSE60141.ATHB-X.Col-0_leaves_tnt_col,13,13/1447,125/22994,0.0511299041584232,1.7349431308798826,1,0.056460628380520184,227
GSE60141.AT3G49930.Col-0_leaves_tnt_col,53,53/1447,671/22994,0.05222255842517169,1.2875596590035758,1,0.057414274759837874,228
GSE60141.WRKY3.Col-0_leaves_tnt_col,46,46/1447,572/22994,0.05256063395225709,1.3121429156934432,1,0.05744531859096336,229
GSE60141.AT2G40260.Col-0_leaves_tnt_col,23,23/1447,255/22994,0.05270913540926159,1.4838900720012418,1,0.05744531859096336,230
GSE60141.NAC004.Col-0_leaves_tnt_col,42,42/1447,516/22994,0.05293887410913212,1.328962888696395,1,0.05744593554122273,231
GSE60141.ATMYB13.Col-0_leaves_tnt_col,34,34/1447,405/22994,0.05352387636646366,1.3733997740281545,1,0.057830395154569926,232
GSE60141.WRKY8.Col-0_leaves_tnt_col,28,28/1447,325/22994,0.05737837020817975,1.4117795789492302,1,0.06172894763455103,233
GSE38358.AP3.Ler_flower_4w-dex,227,227/1447,3275/22994,0.057737655558156964,1.1293036538552468,1,0.06185002418765532,234
GSE85651.HSFA1B.Col-0_leaves_5w-wt-NS,11,11/1447,104/22994,0.06255390292539567,1.767050558613847,1,0.06672416312042205,235
GSE60141.RAV1.Col-0_leaves_tnt_col,20,20/1447,220/22994,0.0630064953173293,1.4958878508670603,1,0.06692215321840626,236
GSE60141.STOP1.Col-0_leaves_tnt_colamp,16,16/1447,168/22994,0.06439567180842655,1.57374280790162,1,0.068109064978814,237
GSE60141.NAC007.Col-0_leaves_tnt_col,51,51/1447,654/22994,0.06676930210369754,1.2688832555682554,1,0.07032285039493073,238
GSE95301.AGO1.Col-0_seedling_10d-wt_Flg22control,852,852/1447,13098/22994,0.06731585925202638,1.0875956999091403,1,0.07060184959208345,239
GSE95301.AGO1.Col-0_seedling_10d-wt_IAA,894,894/1447,13772/22994,0.06824608482847491,1.0882772644857286,1,0.0712792441541849,240
GSE79354.HSFA1A.Col-0_seedling_12d-15min-27c,59,59/1447,771/22994,0.06907576305800017,1.2438589355257172,1,0.07184643681827957,241
GSE60141.CDF3.Col-0_leaves_tnt_col,47,47/1447,601/22994,0.07309509684137737,1.2721229437736539,1,0.07571282758225314,242
GSE60141.AT3G11280.Col-0_leaves_tnt_col,19,19/1447,211/22994,0.0738289012421045,1.4798246827502046,1,0.07615820814000354,243
GSE60141.WRKY29.Col-0_leaves_tnt_col,24,24/1447,279/22994,0.07491035993033508,1.408222980320215,1,0.07695709107597265,244
GSE60141.HHO5.Col-0_leaves_tnt_col,103,103/1447,1425/22994,0.07631647512517398,1.1724425884189047,1,0.07808161808725282,245
GSE95301.AGO1.Col-0_seedling_10d-wt_MeJA,457,457/1447,6872/22994,0.07733110030905169,1.0888740944743163,1,0.07879808595177082,246
GSE60141.TGA2.Col-0_leaves_tnt_col,25,25/1447,294/22994,0.07796758337367664,1.3906196748255644,1,0.0791249968920443,247
GSE60141.AT2G20110.Col-0_leaves_tnt_colamp,393,393/1447,5878/22994,0.08033038384654617,1.091869869031591,1,0.0811941514147886,248
GSE85651.HSFA1B.Col-0_leaves_5w-mutant-HS,26,26/1447,309/22994,0.08084960509922826,1.3747629134840418,1,0.081390767114618,249
GSE60141.AT3G10030.Col-0_leaves_tnt_col,25,25/1447,296/22994,0.08276373806295119,1.3802282139054998,1,0.08298444136445239,250
GSE60141.FAR1.Col-0_leaves_tnt_col,41,41/1447,522/22994,0.08467713513740274,1.277114852386265,1,0.0845646821026917,251
GSE60141.DPBF3.Col-0_leaves_tnt_col,115,115/1447,1614/22994,0.08631693578297521,1.154667307917892,1,0.08586023241904411,252
GSE60141.ERF039.Col-0_leaves_tnt_col,51,51/1447,670/22994,0.09168314485304073,1.2351424677377236,1,0.09083758225228805,253
GSE60141.PLT1.Col-0_leaves_tnt_col,5,5/1447,39/22994,0.09599839077789431,2.1938356785858555,1,0.0947385693766096,254
GSE60141.TGA7.Col-0_leaves_tnt_col,37,37/1447,471/22994,0.09701886730814631,1.2765482803148962,1,0.09537018067415166,255
GSE60141.DREB1C.Col-0_leaves_tnt_col,59,59/1447,792/22994,0.10065283368592813,1.2070073228667146,1,0.09855589965080462,256
GSE60141.BPC1.Col-0_leaves_tnt_col,14,14/1447,153/22994,0.10213537211795805,1.5046272766987003,1,0.09961841742244415,257
GSE60141.WRKY50.Col-0_leaves_tnt_col,24,24/1447,291/22994,0.10671901191242246,1.3441810929219422,1,0.10368565498467917,258
GSE60141.ERF027.Col-0_leaves_tnt_col,110,110/1447,1557/22994,0.10781635420189076,1.1428295890994697,1,0.10434735953645025,259
GSE60141.TGA4.Col-0_leaves_tnt_col,36,36/1447,462/22994,0.10906225446171475,1.2649547415207847,1,0.10502693371046448,260
GSE80564.NFYB2.Col-0_seedling_3d-ABA,1252,1252/1447,19634/22994,0.10935650145650756,1.1054601000769502,1,0.10502693371046448,261
GSE60141.WRKY45.Col-0_leaves_tnt_col,59,59/1447,798/22994,0.11123514641833979,1.1968629744431705,1,0.10642344797276275,262
GSE60141.LBD16.Col-0_leaves_tnt_colamp,71,71/1447,980/22994,0.11887308283641883,1.1714942519554752,1,0.11289613564107763,263
GSE95301.AGO1.Col-0_seedling_10d-wt-BTH,870,870/1447,13477/22994,0.1189012492390073,1.0692373152813426,1,0.11289613564107763,264
GSE60141.GT-4.Col-0_leaves_tnt_colamp,30,30/1447,381/22994,0.1217609371758764,1.2784759419224896,1,0.11517512547957112,265
GSE60141.WRKY20.Col-0_leaves_tnt_col,20,20/1447,242/22994,0.12945336927869472,1.3462726698006455,1,0.12199114498443413,266
GSE60141.BHLH104.Col-0_leaves_tnt_col,5,5/1447,43/22994,0.13138460477608196,1.9625892405077354,1,0.12334734430913064,267
GSE60141.EMB1789.Col-0_leaves_tnt_col,8,8/1447,81/22994,0.1365520965732267,1.635326650678867,1,0.12772036893416228,268
GSE60141.ANAC076.Col-0_leaves_tnt_col,70,70/1447,976/22994,0.13876339743934418,1.1581463197436825,1,0.12930616465227612,269
GSE60141.WRKY28.Col-0_leaves_tnt_col,66,66/1447,917/22994,0.140249952881386,1.1622614055496885,1,0.13020736366271884,270
GSE60141.PHL12.Col-0_leaves_tnt_colamp,120,120/1447,1734/22994,0.1431837279906211,1.1167784691348186,1,0.13244054544765937,271
GSE60141.WRKY33.Col-0_leaves_tnt_col,55,55/1447,755/22994,0.14388909972602207,1.176698955371611,1,0.1326036801396674,272
GSE85651.HSFA1B.Col-0_leaves_5w-wt-HS,29,29/1447,375/22994,0.14699744088039757,1.2531320465417035,1,0.1349720092088632,273
GSE95301.AGO1.Col-0_seedling_10d-wt_Cold,831,831/1447,12894/22994,0.1481156812922116,1.0606247379196667,1,0.13550242376124466,274
GSE60141.WRKY18.Col-0_leaves_tnt_col,37,37/1447,492/22994,0.14950851037568186,1.2164227247858175,1,0.13575333240000714,275
GSE79354.HSFA1A.Col-0_seedling_12d-15min-37c,62,62/1447,862/22994,0.1500145444991203,1.1609244597337454,1,0.13575333240000714,276
GSE60141.AT3G10030.Col-0_leaves_tnt_colamp,53,53/1447,728/22994,0.15001465322394406,1.1756276578883915,1,0.13575333240000714,277
GSE60141.NAC68.Col-0_leaves_tnt_col,55,55/1447,758/22994,0.1506853966632409,1.1715091581257082,1,0.13586980610402535,278
GSE60141.NAC69.Col-0_leaves_tnt_col,22,22/1447,276/22994,0.15146402287432656,1.2942107799915517,1,0.13608237180584656,279
GSE69422.FHY3.Ler-0_inflorescence_stage8-flower,40,40/1447,537/22994,0.15247038274221655,1.2040857180168967,1,0.1364972950263653,280
GSE60141.MYR2.Col-0_leaves_tnt_col,39,39/1447,524/22994,0.15717652172590582,1.2028615540562446,1,0.1402096611362766,281
GSE60141.NAC101.Col-0_leaves_tnt_col,74,74/1447,1046/22994,0.15846524362341186,1.1408545924285474,1,0.14085799433192164,282
GSE60141.SPL3.Col-0_leaves_tnt_colamp,16,16/1447,194/22994,0.16314434449400184,1.342256681161644,1,0.1445047668545222,283
GSE60141.ANAC075.Col-0_leaves_tnt_col,32,32/1447,424/22994,0.16475249412109272,1.220438662470997,1,0.145252136585608,284
GSE60141.DREB1B.Col-0_leaves_tnt_col,104,104/1447,1504/22994,0.16514704359134955,1.114366747955415,1,0.145252136585608,285
GSE60141.WRKY25.Col-0_leaves_tnt_col,46,46/1447,634/22994,0.1754417648375536,1.1703329446050048,1,0.15376714120960408,286
GSE60141.ERF011.Col-0_leaves_tnt_col,88,88/1447,1267/22994,0.17695169681296408,1.118634459933395,1,0.15432471446417279,287
GSE60141.NAC037.Col-0_leaves_tnt_col,59,59/1447,829/22994,0.17730924640564533,1.146968980771586,1,0.15432471446417279,288
GSE60141.PDF2.Col-0_leaves_tnt_col,8,8/1447,87/22994,0.18085251275418593,1.510703273895828,1,0.15686400183523394,289
GSE60141.SGR5.Col-0_leaves_tnt_col,16,16/1447,198/22994,0.18310919396930558,1.3125189488837221,1,0.15791953267485456,290
GSE60141.HHO3.Col-0_leaves_tnt_colamp,38,38/1447,518/22994,0.18332945748025006,1.1836689955986248,1,0.15791953267485456,291
GSE60141.NAC031.Col-0_leaves_tnt_col,26,26/1447,342/22994,0.1841044410306423,1.2293000676797907,1,0.15804399504000344,292
GSE60141.NAC029.Col-0_leaves_tnt_col,29,29/1447,386/22994,0.1849328469270045,1.2138921018949553,1,0.15821331159170351,293
GSE60141.NAC078.Col-0_leaves_tnt_colamp,127,127/1447,1868/22994,0.18617446351969308,1.0945613485251469,1,0.15873378295556598,294
GSE60141.JUB1.Col-0_leaves_tnt_col,50,50/1447,698/22994,0.18735719277950477,1.154305973819954,1,0.15920068810190688,295
GSE66289.WRKY33.Col-0_leaves_4w-mock,24,24/1447,314/22994,0.18839595951614416,1.2362475518281417,1,0.15954252427493287,296
GSE60141.TGA5.Col-0_leaves_tnt_col,75,75/1447,1076/22994,0.19022212474381464,1.1219986387135221,1,0.16054661931240022,297
GSE60141.MYB83.Col-0_leaves_tnt_col,5,5/1447,49/22994,0.1934955876741184,1.6944807483251019,1,0.16260359451322706,298
GSE60141.ZAT10.Col-0_leaves_tnt_col,19,19/1447,243/22994,0.19395668122122964,1.266543843354204,1,0.16260359451322706,299
GSE60141.RVE7.Col-0_leaves_tnt_col,36,36/1447,492/22994,0.19504766376559,1.1800600211186967,1,0.16297315905747076,300
GSE60141.MYB99.Col-0_leaves_tnt_colamp,54,54/1447,762/22994,0.19823038325906225,1.140994082696972,1,0.1650822239322423,301
GSE60141.DOF2-2.Col-0_leaves_tnt_col,25,25/1447,334/22994,0.21104952379734862,1.2083457763924275,1,0.17492541767135011,302
GSE60141.AT5G56840.Col-0_leaves_tnt_col,15,15/1447,189/22994,0.21144575088199102,1.2866447450484735,1,0.17492541767135011,303
GSE60141.MYB33.Col-0_leaves_tnt_col,36,36/1447,497/22994,0.21215669813978316,1.1669851190726415,1,0.17493622478192644,304
GSE60141.DOF4-7.Col-0_leaves_tnt_col,6,6/1447,64/22994,0.2138382532559931,1.5426217050011188,1,0.17574466278525333,305
GSE60141.WRKY65.Col-0_leaves_tnt_col,12,12/1447,148/22994,0.22205761341019203,1.316500511619545,1,0.1817745810685204,306
GSE60141.ATHB-53.Col-0_leaves_tnt_col,40,40/1447,560/22994,0.22324811327957714,1.1495736339644644,1,0.1817745810685204,307
GSE60141.BIM1.Col-0_leaves_tnt_col,17,17/1447,220/22994,0.22382781029085588,1.2499352239702024,1,0.1817745810685204,308
GSE60141.WIP5.Col-0_leaves_tnt_col,6,6/1447,65/22994,0.22407584660973193,1.5164097063748074,1,0.1817745810685204,309
GSE60141.SVP.Col-0_leaves_tnt_col,16,16/1447,207/22994,0.23209606711321598,1.2501488786789465,1,0.18767337899907358,310
GSE60141.WRKY14.Col-0_leaves_tnt_col,25,25/1447,340/22994,0.23734133147685046,1.184996097111356,1,0.19129762194061256,311
GSE60141.ANAC103.Col-0_leaves_tnt_col,28,28/1447,385/22994,0.23940594478263108,1.171210148347609,1,0.19210423366159635,312
GSE60141.MYB107.Col-0_leaves_tnt_col,29,29/1447,400/22994,0.2398748343194667,1.1673156823583488,1,0.19210423366159635,313
GSE80564.HSFA6A.Col-0_seedling_3d-EtOH,15,15/1447,194/22994,0.24084212234909225,1.2504142637541673,1,0.1922646242107403,314
GSE60141.HHO2.Col-0_leaves_tnt_col,34,34/1447,476/22994,0.2448479506035616,1.1489384828809863,1,0.19484196704114107,315
GSE60141.PHL7.Col-0_leaves_tnt_col,104,104/1447,1547/22994,0.25012241447888256,1.0789067265337053,1,0.19840934144316422,316
GSE60141.LBD18.Col-0_leaves_tnt_col,41,41/1447,584/22994,0.25429297203395396,1.1279674989671964,1,0.20108129860098145,317
GSE60141.AtMYB93.Col-0_leaves_tnt_col,33,33/1447,467/22994,0.2688332271594741,1.1353296318281558,1,0.21191046836889363,318
GSE60141.ERF037.Col-0_leaves_tnt_col,75,75/1447,1111/22994,0.27702080839426213,1.0822976170713134,1,0.21722189527698652,319
GSE60141.EFM.Col-0_leaves_tnt_col,82,82/1447,1219/22994,0.27730454716211045,1.078387917963108,1,0.21722189527698652,320
GSE60141.ERF019.Col-0_leaves_tnt_col,21,21/1447,289/22994,0.27843587774376516,1.1692642395983623,1,0.21742863973344898,321
GSE60141.S1FA3.Col-0_leaves_tnt_col,36,36/1447,515/22994,0.27940671510302206,1.122169092642507,1,0.21750916123961966,322
GSE60141.NAC035.Col-0_leaves_tnt_col,39,39/1447,561/22994,0.28120072783068645,1.1156314980087867,1,0.21758681628067225,323
GSE60141.BHLH74.Col-0_leaves_tnt_col,9,9/1447,113/22994,0.28124253380959235,1.2904165282560836,1,0.21758681628067225,324
GSE60141.AT-GTL1.Col-0_leaves_tnt_col,53,53/1447,777/22994,0.2891085023557123,1.09346567778363,1,0.2229841987399955,325
GSE60141.ANAC016.Col-0_leaves_tnt_col,84,84/1447,1255/22994,0.2905705359933593,1.0723963222718178,1,0.22322416067772147,326
GSE60141.MYB44.Col-0_leaves_tnt_col,36,36/1447,518/22994,0.2913728812166542,1.1150216806264006,1,0.22322416067772147,327
GSE60141.RVE4.Col-0_leaves_tnt_col,16,16/1447,217/22994,0.29209118897191216,1.1873995575776672,1,0.22322416067772147,328
GSE60141.AtMYB81.Col-0_leaves_tnt_col,16,16/1447,218/22994,0.2983519221526589,1.181466328157822,1,0.22731575021154965,329
GSE60141.MYR2.Col-0_leaves_tnt_colamp,52,52/1447,765/22994,0.3002005911125263,1.089177519338615,1,0.22774327275931808,330
GSE60141.TCP9.Col-0_leaves_tnt_col,5,5/1447,58/22994,0.30073014607713144,1.4061594817590803,1,0.22774327275931808,331
GSE60141.WRKY31.Col-0_leaves_tnt_colamp,8,8/1447,101/22994,0.3029373496283298,1.2824745226525358,1,0.22872378204869878,332
GSE60141.ABI5.Col-0_leaves_tnt_col,23,23/1447,325/22994,0.309828950094775,1.1362262810875206,1,0.2329054062961194,333
GSE60141.HSFA6B.Col-0_leaves_tnt_col,15,15/1447,205/22994,0.31049949804779714,1.1774193826968218,1,0.2329054062961194,334
GSE60141.TGA3.Col-0_leaves_tnt_col,19,19/1447,265/22994,0.31126320921223405,1.1520918922324777,1,0.2329054062961194,335
GSE60141.GT-1.Col-0_leaves_tnt_col,5,5/1447,59/22994,0.3132641023742577,1.3800583218161397,1,0.23370496526333512,336
GSE60141.MYB73.Col-0_leaves_tnt_col,73,73/1447,1094/22994,0.3158286067875585,1.0681296728362115,1,0.23491900326829274,337
GSE60141.WRKY21.Col-0_leaves_tnt_col,7,7/1447,88/22994,0.31728164120590024,1.2882370161004992,1,0.23530157217636782,338
GSE60141.RAP2-12.Col-0_leaves_tnt_col,23,23/1447,327/22994,0.3203039005094226,1.1286452757865293,1,0.23684221551925835,339
GSE60141.NAC053.Col-0_leaves_tnt_colamp,64,64/1447,957/22994,0.32275763341889374,1.0703371427536288,1,0.23795464738334124,340
GSE60141.MYB3R5.Col-0_leaves_tnt_col,16,16/1447,222/22994,0.32377769935082984,1.1583094423607196,1,0.2380066763556442,341
GSE33120.SVP.Col-0_seedling_4d,44,44/1447,651/22994,0.33241890023246373,1.081852612529607,1,0.24364426215868687,342
GSE60141.HSFB4.Col-0_leaves_tnt_col,3,3/1447,33/22994,0.344662069676695,1.490048283273384,1,0.25188131816994613,343
GSE60141.GT-2.Col-0_leaves_tnt_colamp,102,102/1447,1558/22994,0.35009031587050987,1.046459069957085,1,0.25510457125448005,344
GSE60141.ERF095.Col-0_leaves_tnt_col,4,4/1447,48/22994,0.3574503291112626,1.3546602978235533,1,0.2597127028905019,345
GSE60141.SPL13A.Col-0_leaves_tnt_col,8,8/1447,107/22994,0.3601608734668825,1.2044159992310752,1,0.2606680916288313,346
GSE60141.WRKY6.Col-0_leaves_tnt_col,9,9/1447,122/22994,0.36084505769363484,1.1871469521627116,1,0.2606680916288313,347
GSE60141.HHO6.Col-0_leaves_tnt_col,27,27/1447,398/22994,0.3709822392876323,1.0852560142785097,1,0.267135543452849,348
GSE60141.ANAC103.Col-0_leaves_tnt_colamp,24,24/1447,352/22994,0.371956872282834,1.0910528506414867,1,0.267135543452849,349
GSE60141.PHL1.Col-0_leaves_tnt_col,35,35/1447,522/22994,0.37299510721474927,1.0719495057895296,1,0.267135543452849,350
GSE60141.ERF010.Col-0_leaves_tnt_col,24,24/1447,353/22994,0.3772980585029951,1.087683192261696,1,0.26944742639530134,351
GSE60141.AT5G04390.Col-0_leaves_tnt_col,3,3/1447,35/22994,0.3797009525198446,1.3967998762836853,1,0.27039310255201054,352
GSE60141.AT2G20400.Col-0_leaves_tnt_col,4,4/1447,50/22994,0.3865719904344107,1.2956522927843221,1,0.27450626705068637,353
GSE60141.MYB101.Col-0_leaves_tnt_col,18,18/1447,263/22994,0.39103032506962854,1.0951770997023627,1,0.2765187478279027,354
GSE60141.GT-2.Col-0_leaves_tnt_col,60,60/1447,916/22994,0.3916123223892505,1.0456523242404325,1,0.2765187478279027,355
GSE60141.DREB1F.Col-0_leaves_tnt_col,11,11/1447,157/22994,0.40131935186881046,1.1228369925388242,1,0.2825769219151175,356
GSE60141.NAC92.Col-0_leaves_tnt_col,16,16/1447,234/22994,0.40266841624467015,1.0939158833253186,1,0.28273263213444627,357
GSE60141.ANAC020.Col-0_leaves_tnt_col,29,29/1447,437/22994,0.4107682030135578,1.0596310644741698,1,0.2872842649934079,358
GSE60141.NAC029.Col-0_leaves_tnt_colamp,27,27/1447,406/22994,0.4114430231355058,1.06200199606684,1,0.2872842649934079,359
