TF_id,input_meanMotifScore,bg_meanMotifScore,pvalue,padj,qvalue,rank
E2FA,0.6293131034663877,0.589201790509061,0.15387101173795473,1,0.04628988653955184,359
AT3G16280,1.397654657751688,1.3144702576831653,0.1546227349511791,1,0.04638682048535373,360
CBF2,1.2594464597596786,1.1947413518958656,0.15881532094309614,1,0.04751261679184039,361
MYB3R4,1.4008800646224868,1.2435405587731274,0.16043186848277288,1,0.04786365137055103,362
CBF1,1.2859601443445041,1.2220927098687946,0.16121555465687196,1,0.047955551256260616,363
ARF5,1.1859654955028616,1.076714536012262,0.16162796904887836,1,0.047955551256260616,364
DEAR3,1.5758707907353917,1.4756888302987365,0.16215116981209038,1,0.047978976273166475,365
NAC062,2.816022505693035,2.671883014943033,0.16284326934069293,1,0.04805211226446677,366
HSFA6B,1.5350273630541225,1.3405591251648066,0.167538357150402,1,0.049302840796303586,367
RAP2-1,1.4932551207105376,1.413778075949773,0.16921829877027725,1,0.049661892030407453,368
NTL8,2.7711333236616995,2.6382111569871145,0.17291010405195337,1,0.05060783533227904,369
AT3G10030,1.282703252242548,1.121003767197732,0.17827867000557432,1,0.05203809827189737,370
ERF039,1.4366758557164814,1.346997959465845,0.18375450887789754,1,0.05349187859518312,371
SMZ,0.871870970052325,0.8021862084819674,0.18516016278513997,1,0.053755064181656306,372
MYB4,0.754348073078672,0.6710677516324303,0.18565406425701667,1,0.053755064181656306,373
GATA12,0.4627646804889974,0.382640281524331,0.1861740333813537,1,0.05376148557536417,374
NAC017,2.594726228235887,2.4682243826381836,0.18716316147716425,1,0.053902990505423305,375
MYB111,0.5044864765210383,0.4214847429489829,0.18889080247775863,1,0.05425586879680301,376
DREB26,2.8162075793914987,2.3441806249419557,0.1906877467057541,1,0.054626728499261125,377
AT1G01250,1.616146534251218,1.5848483396057174,0.20119446030950813,1,0.057484131517002324,378
AT5G18450,4.057342445690505,3.461525062884936,0.20863676491500335,1,0.0594532206090247,379
T11I18.17,0.43027861368875464,0.37872350115798936,0.2121670164015082,1,0.06030009939832339,380
NAC080,0.5480444088862982,0.48263493801318696,0.2137823172625526,1,0.06059971197993617,381
DRE1C,0.6592454060963626,0.6393644763115117,0.2163586693293373,1,0.061169466721383334,382
At1g19000,1.9441325104707563,1.7129966347731562,0.2197360425804411,1,0.061962121667591755,383
MYB52,0.9389890803631491,0.8661854957273896,0.22450889919101022,1,0.06314312789747163,384
CEJ1,3.143866472971732,2.6886969108204375,0.225338375595783,1,0.06321180406323264,385
DREB1A,1.0683613871279785,1.0131600445791753,0.2312461377309402,1,0.06464776162725626,386
AT1G76870,3.5301873476137673,3.4861894858109572,0.23165447916433493,1,0.06464776162725626,387
AT1G77640,2.320803584839819,2.0666224143633567,0.25779476923257133,1,0.0717573068997879,388
LFY,1.1029662466700696,0.9442494528310555,0.26149672855635087,1,0.07260063414932105,389
DREB2C,1.252577552597095,1.2439415184675737,0.26381152802065766,1,0.07305550006725905,390
GT-1,0.4988208261151105,0.456645016266235,0.2738453512984974,1,0.0756401481847512,391
DREB19,1.4450420559815673,1.3962880505778654,0.2863882739567595,1,0.07890289180441333,392
AT4G28140,2.6490101850264103,2.3789089696370946,0.29087047557299067,1,0.07993387114982951,393
DEAR5,1.5464230216248396,1.4955925556805985,0.31291318434879833,1,0.08577315713114268,394
DREB1E,1.0766558458266033,0.9711316972528855,0.3158852133166834,1,0.08636861528658686,395
HSFC1,1.0621219595417781,0.9687232499748634,0.33222591652046696,1,0.09060706814194555,396
ANAC050,1.2426571954549022,1.3043978047095592,0.3513045241871122,1,0.09556898894762751,397
TRP2,2.793019011750441,2.6980755333142343,0.3612037359168362,1,0.09801508411813645,398
ERF018,1.2827345529912735,1.2315036604940444,0.3881962979591335,1,0.10507568967314893,399
GATA20,1.059757276819128,1.0374078393355133,0.39520938610821227,1,0.10670653424921732,400
ZAP1,1.2189067560725062,1.1316310059484627,0.400596693032775,1,0.10789137867216883,401
ARR14,0.7081885493493038,0.6572533544075436,0.43239743407457615,1,0.11616647482600555,402
ARF8,1.1666892480756113,1.1523836926193478,0.44202532288371327,1,0.11845839918471719,403
REF6,3.491369424280044,3.3783434104990775,0.4439966922488777,1,0.11869218505663069,404
GATA9,0.8180857181903416,0.8297175925212821,0.44805411670647843,1,0.11948109778839425,405
ERF15,2.7357614466157636,2.703178946244162,0.45338366218107184,1,0.12060452097427528,406
ERF38,1.5881013186120583,1.5946964806539536,0.4697618797391264,1,0.12465425801431367,407
ERF1B,1.4120714448548746,1.4612895833254127,0.48521485183562585,1,0.12843922548590095,408
AT1G44830,3.8491007553363867,3.182257961804963,0.49342483883477994,1,0.1302931114771546,409
ERF017,1.7344707184966333,1.760026078650647,0.5081954130061245,1,0.1338661087918572,410
RAV1_var.2,0.662572421364107,0.6768375583283046,0.5204136949901758,1,0.1367510439390243,411
ERF096,1.2998703719907454,1.3233050867330711,0.5271312786941209,1,0.13818004392952685,412
ERF019,1.7555242153787405,1.748253958113232,0.5346826538607914,1,0.13982016130015854,413
AT5G67000,1.3518170064665067,1.4609183799378265,0.5711762234404452,1,0.1490024930714205,414
